Num;Name;Overview;Platform;Year_of_Release;Genre;Publisher;NA_players;EU_players;JP_players;Other_players;Global_players;Critic_Score;Critic_Count;User_Score;User_Count;Developer;Rating;console;alcohol_reference;animated_blood;blood;blood_and_gore;cartoon_violence;crude_humor;drug_reference;fantasy_violence;intense_violence;language;lyrics;mature_humor;mild_blood;mild_cartoon_violence;mild_fantasy_violence;mild_language;mild_lyrics;mild_suggestive_themes;mild_violence;no_descriptors;nudity;partial_nudity;sexual_content;sexual_themes;simulated_gambling;strong_janguage;strong_sexual_content;suggestive_themes;use_of_alcohol;use_of_drugs_and_alcohol;violence;esrb_rating
1764;The King of Fighters Collection: The Orochi Saga;THE KING OF FIGHTERS™ COLLECTION THE OROCHI SAGA propone la colección KOF más completa hasta ahorabrbrEsta compilación contiene 5 juegos KOF 94. KOF 95.;PS2;2006;Fighting;Ignition Entertainment;0.1;0.08;0.0;0.03;0.2;67.0;14.0;8.5;4.0;Terminal Reality;T;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;T
1766;Fairy Fencer F: Advent Dark Force;14 feb 2017 — Buy Fairy Fencer F: Advent Dark Force Deluxe Bundle | デラックスエディション | 豪華組合包 · 1. In the three stories to play. friends become foes.;PS4;2015;Role-Playing;Idea Factory International;0.02;0.0;0.05;0.0;0.07;71.0;21.0;6.2;34.0;Compile Heart;T;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
1769;Romance of the Three Kingdoms XI;"16 ene 2018 — ""Romance of the Three Kingdoms 11 with Power Up Kit"" is an expanded version of ""Romance of the Three Kingdoms 11."" which was released in";PS2;2007;Strategy;Tecmo Koei;0.0;0.0;0.07;0.0;0.07;69.0;10.0;8.4;8.0;Koei;E10+;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;ET
1771;Circus Maximus: Chariot Wars;Circus Maximus: Chariot Wars (also simply called Circus Maximus) is a 2002 video game set in Ancient Rome featuring chariot racing.;XB;2002;Racing;THQ;0.05;0.02;0.0;0.0;0.07;67.0;26.0;5.0;4.0;Kodiak Interactive;T;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
1773;Jimmie Johnson's Anything With an Engine;Jimmie Johnson's Anything with an Engine is a 2011 racing video game for the PlayStation 3. Wii and Xbox 360. The game features NASCAR Sprint Cup Series;X360;2011;Racing;Konami Digital Entertainment;0.08;0.0;0.0;0.01;0.09;65.0;5.0;8.8;8.0;Isopod Labs;E10+;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
1775;Burnout Paradise: The Ultimate Box;Burnout Paradise (conocido anteriormente como Burnout 5) es un videojuego de carreras abierto de la serie Burnout. Fue anunciado el 22 de enero de 2008 en;PC;2009;Racing;Electronic Arts;0.0;0.08;0.0;0.01;0.09;87.0;26.0;7.5;435.0;Criterion Games;E10+;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
1778;Harry Potter and the Sorcerer's Stone;Harry Potter and the Philosopher's Stone is a 2001 fantasy film directed by Chris Columbus and distributed by Warner Bros. Pictures. based on J. K.;PS;2001;Action;Electronic Arts;1.37;2.0;0.14;0.22;3.73;64.0;11.0;7.5;41.0;Argonaut Games;E;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;M
1783;Crimson Sea 2;Crimson Sea was followed by its sequel. Crimson Sea 2. which was released exclusively for the PlayStation 2 in North America on March 30. 2004. in Japan on;PS2;2004;Action;Tecmo Koei;0.03;0.03;0.0;0.01;0.07;75.0;27.0;8.3;6.0;Koei;T;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
1786;The Sims 2: Seasons;Seasons — The Sims 2: Seasons is the fifth expansion pack for The Sims 2. It was developed by Maxis Redwood Shores and released in North America on March 1.;PC;2007;Simulation;Electronic Arts;0.01;0.04;0.0;0.01;0.07;78.0;20.0;7.3;29.0;Maxis;T;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
1789;Lifeline;Lifeline ha dedicado su vida a ayudar a la gente necesitada. Se unió a los Apex Games para financiar el Cuerpo de Paz Fronterizo con sus ganancias.;PS2;2003;Adventure;Sony Computer Entertainment;0.03;0.03;0.0;0.01;0.07;61.0;31.0;7.7;9.0;SCEJ;M;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
1790;NHL 2005;"NHL 2005 is an ice hockey video game released in 2004. the successor to NHL 2004. Contents. 1 Features. 1.1 Improvements/flaws. 2 Reception; 3 References";PS2;2004;Sports;Electronic Arts;0.22;0.17;0.0;0.06;0.45;75.0;21.0;8.3;23.0;EA Sports;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;ET
1794;N+;N+. Microsoft Studios • Acción y aventura • Plataformas. NO ESTÁ DISPONIBLE POR SEPARADO. CANJEAR UN CÓDIGO. TODOS +10. Apropiado hasta 10 años.;DS;2007;Platform;Atari;0.06;0.0;0.0;0.0;0.07;82.0;20.0;7.4;20.0;Metanet Software Inc.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1800;Dark Souls;Dark Souls (ダークソウル. Dāku Souru) es un videojuego de rol de acción. desarrollado por la empresa From Software para las plataformas PlayStation 3.;PS3;2011;Role-Playing;Namco Bandai Games;0.75;0.51;0.54;0.22;02.02;89.0;54.0;8.7;1397.0;From Software;M;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;M
1801;The Guided Fate Paradox;"The Guided Fate Paradox is a roguelike role-playing video game developed and published by Nippon Ichi Software for the PlayStation 3.
 Publisher(s): NIS America
 Release: JP: January 24. 2013; ‎EU‎: October 28.";PS3;2013;Role-Playing;Nippon Ichi Software;0.0;0.0;0.06;0.0;0.07;74.0;27.0;7.8;66.0;Nippon Ichi Software;T;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
1805;Full Spectrum Warrior: Ten Hammers;Sequel to the critically acclaimed. squad-based/real-time tactical combat game. Full Spectrum Warrior: Ten Hammers delivers the most authentic and realistic;PS2;2006;Strategy;THQ;0.03;0.02;0.0;0.01;0.07;71.0;26.0;8.0;5.0;Pandemic Studios;M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;E
1806;Age of Empires III: The Asian Dynasties;La historia se centra principalmente en Jian Huang. un capitán Ming que soñaba con ver el mundo exterior. y su socio. Lao Chen. un marinero robusto y poderoso.;PC;2007;Strategy;Microsoft Game Studios;0.0;0.05;0.0;0.01;0.06;81.0;19.0;8.5;71.0;Big Huge Games;T;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
1808;GRID 2;21 may 2019 — GRID 2 es la continuación del exitoso juego de conducción de 2008 GRID. Desarrollado por Codemasters. incluye vehículos de los ultimos 40;PS3;2013;Racing;Codemasters;0.07;0.22;0.01;0.08;0.37;82.0;20.0;6.6;173.0;Codemasters;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;E
1811;Gradius Collection;Gradius Collection (conocido como Gradius Portable en Japón) es un recopilatorio de 5 juegos de la saga Gradius. lanzada para la PSP en 2006.;PSP;2006;Shooter;Konami Digital Entertainment;0.04;0.0;0.02;0.0;0.06;76.0;44.0;8.5;4.0;M2;E;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
1812;Fist of the North Star: Ken's Rage 2;Fist of the North Star: Ken's Rage 2 (en japonés 真·北斗 Shin Hokuto Musou) es un videojuego del género Beat'em up para las consolas PlayStation 3.;PS3;2012;Fighting;Tecmo Koei;0.0;0.0;0.3;0.0;0.3;49.0;19.0;7.0;19.0;Koei;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1814;Crimson Gem Saga;Crimson Gem Saga is a role-playing video game developed for the PlayStation Portable and iOS. It was developed by South Korean studio IRONNOS and published;PSP;2008;Role-Playing;Sega;0.06;0.0;0.0;0.0;0.06;78.0;20.0;7.5;30.0;IronNos Co.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1817;Assetto Corsa;ASSETTO CORSA has been developed at the KUNOS Simulazioni R&D office. located just inside the international racing circuit of Vallelunga. allowing the team to;PS4;2016;Racing;505 Games;0.0;0.05;0.0;0.01;0.06;73.0;35.0;6.2;70.0;Kunos Simulazioni;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;E
1818;Zero Escape: Zero Time Dilemma;29 jun 2016 — The experiment wasn't supposed to be like this. Nine participants awaken in an underground facility. imprisoned with a strange black bracelet on;3DS;2016;Adventure;Aksys Games;0.05;0.0;0.02;0.01;0.08;81.0;18.0;8.5;72.0;Spike Chunsoft;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1820;Nights of Azure;The world was once ruled by the Nightlord. In that world lived a Saint. destined to become a sacrifice to the Nightlord. and a Holy Knight. with the power to;PS4;2015;Action;Tecmo Koei;0.03;0.02;0.0;0.01;0.06;67.0;40.0;7.6;71.0;Gust;T;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;T
1821;Age of Empires Online;"2 jul 2014 — Age of the Empires Online sigue siendo fiel a las raíces de la saga. pero centrandose en esta ocasión en el modo competitivo online.
 Rating: 8/10 · ‎1 voto";PC;2011;Strategy;Microsoft Game Studios;0.01;0.04;0.0;0.01;0.06;70.0;44.0;5.6;186.0;Gas Powered Games;E10+;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
1822;Earth Defense Force 2017 Portable;8 ene 2013 — Summary: The completely remastered Earth Defense Force 2017 Portable features seven new levels and the fan favorite Pale Wing. which allows;PSV;2012;Action;D3Publisher;0.0;0.0;0.06;0.0;0.06;68.0;36.0;7.9;31.0;Sandlot;T;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
1823;Atelier Iris 2: The Azoth Of Destiny;Atelier Iris 2: The Azoth of Destiny. released in Japan as Atelier Iris: Eternal Mana 2. is a role-playing video game developed by Japanese developer Gust;PS2;2005;Role-Playing;Tecmo Koei;0.03;0.02;0.0;0.01;0.06;68.0;34.0;7.8;14.0;Gust;E10+;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
1832;Earth Defense Force 4.1: The Shadow of New Despair;18 jul 2016 — It's a fight for the future of the planet between the Ravagers. a merciless swarm of alien invaders. and the Earth Defense Force (EDF) in this;PS4;2015;Shooter;Xseed Games;0.03;0.02;0.0;0.01;0.06;64.0;40.0;7.9;51.0;Sandlot;M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
1835;Cold Fear;"Cold Fear (""Miedo Frío"". en su traducción al castellano) es un videojuego de género Horror de supervivencia diseñado por Darkworks y publicado por Ubisoft.
 Modos de juego: Un jugador
 Fecha(s) de lanzamiento: 2005
 ‎Historia · ‎El juego";PS2;2005;Action;Ubisoft;0.06;0.04;0.0;0.01;0.11;68.0;39.0;7.7;27.0;Darkworks;M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
1839;Call of Cthulhu: Dark Corners of the Earth;Call of Cthulhu: Dark Corners of the Earth is a first-person horror game that combines intense action and adventure elements. You will draw upon your skills;XB;2005;Adventure;Take-Two Interactive;0.05;0.01;0.0;0.0;0.06;77.0;51.0;8.1;37.0;Headfirst Productions;M;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;M
1841;Song of the Deep;From the creators of Ratchet & Clank. Song of the Deep is a metroidvania-style action-adventure game following a young girl's quest into the unknown to find;PS4;2016;Action;Insomniac Games;0.06;0.0;0.0;0.01;0.08;69.0;41.0;7.3;30.0;Insomniac Games;E;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
1842;ICO;"Ico (イコ. Iko) es un videojuego de acción-aventura para PlayStation 2 publicado a finales del año 2001 por Sony Computer Entertainment.
 Modos de juego: Un jugador; ‎Multijugador‎ (EU";PS2;2001;Action;Sony Computer Entertainment;0.23;0.18;0.0;0.06;0.47;90.0;59.0;8.8;328.0;SCE Japan Studio;T;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ET
1851;Kelly Slater's Pro Surfer;Kelly Slater's Pro Surfer es un videojuego desarrollado por Treyarch y distribuido por Activision entre 2002 y 2003 para las consolas Xbox. PS2.;PS2;2002;Sports;Activision;0.16;0.13;0.0;0.04;0.33;77.0;19.0;8.4;15.0;Treyarch;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
1859;Resident Evil 2;Resident Evil 2 —cuyo título original es Biohazard 2 (バイオハザード2. Baiohazādo Tsū. «Peligro biológico 2»)— es un videojuego japonés del género Horror;PS;1998;Action;Virgin Interactive;1.88;1.47;02.02;0.45;5.82;89.0;13.0;9.2;364.0;Capcom;M;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;M
1860;Street Fighter V;Street Fighter V: Champion Edition is the ultimate pack that includes all content (excluding Fighting Chance costumes. brand collaboration costumes and Capcom;PS4;2016;Fighting;Capcom;0.4;0.28;0.08;0.14;0.9;77.0;80.0;3.4;1221.0;Capcom;T;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;T
1863;X-Men: Destiny;"X-Men Destiny es un videojuego basado en los cómics de Marvel los X-Men. El juégo fue desarrollado por Silicon Knights y publicado por Activision.
 ‎Modo de juego · ‎Reparto · ‎Recepción";PS3;2011;Action;Activision;0.14;0.07;0.0;0.03;0.24;50.0;33.0;4.8;37.0;Silicon Knights;T;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
1866;Harry Potter and the Sorcerer's Stone;Harry Potter and the Philosopher's Stone is a 2001 fantasy film directed by Chris Columbus and distributed by Warner Bros. Pictures. based on J. K.;PS;2001;Action;Electronic Arts;1.37;2.0;0.14;0.22;3.73;64.0;11.0;7.5;41.0;Argonaut Games;E;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;M
1868;The Lord of the Rings: Aragorn's Quest;No Encontramos Descripcciones;Wii;2010;Action;Warner Bros. Interactive Entertainment;0.17;0.05;0.0;0.02;0.23;58.0;21.0;7.8;5.0;Headstrong Games;T;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
1872;MotoGP;MotoGP es la máxima categoría del Campeonato del Mundo de Motociclismo. considerado el certamen internacional más importante en el ámbito de motociclismo de;PS2;2000;Racing;Namco Bandai Games;0.06;0.05;0.14;0.02;0.27;77.0;16.0;6.0;5.0;Namco;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;E
1876;Rocket League;23 sept 2020 — Rocket League®. ¡JUEGA A ROCKET LEAGUE GRATIS! Descarga y compite en este título de alto octanaje que combina el fútbol de estilo arcade con el;PS4;2016;Sports;505 Games;0.03;0.28;0.0;0.05;0.37;85.0;50.0;8.7;1290.0;Psyonix;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
1877;Titan Quest;31 ago 2016 — For its 10 year anniversary. Titan Quest will shine in new splendour. This Anniversary Edition combines both Titan Quest and Titan Quest;PC;2006;Role-Playing;THQ;0.01;0.04;0.0;0.01;0.06;77.0;51.0;8.1;387.0;Iron Lore Entertainment;T;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;T
1878;7 Days to Die;"7 Days to Die is an open-world game that is a unique combination of first person shooter. survival horror. tower defense. and role-playing games.
 Publisher: The Fun Pimps Entertainment LLC
 Released: Dec 13. 2013
 USD 7.49";PS4;2016;Action;Telltale Games;0.04;0.08;0.0;0.02;0.14;45.0;16.0;5.9;140.0;The Fun Pimps Entertainment LLC;M;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;M
1884;MLB SlugFest 2006;Carátula de MLB SlugFest 2006. Nueva edición anual de la conocida saga de baseball de Midway. que regresará con un modo de creación de jugadores;PS2;2006;Sports;Midway Games;0.13;0.1;0.0;0.03;0.26;56.0;11.0;7.5;10.0;Blue Shift;E10+;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
1886;Death Jr. II: Root of Evil;Death Jr. II: Root of Evil es un videojuego perteneciente al género de acción y aventuras desarrollado por la empresa Backbone Entertainment en el año 2008.;PSP;2006;Platform;Konami Digital Entertainment;0.05;0.0;0.0;0.0;0.05;68.0;34.0;7.3;9.0;Backbone Entertainment;T;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
1887;Wakeboarding Unleashed Featuring Shaun Murray;Wakeboarding Unleashed Featuring Shaun Murray is a video game developed by Shaba Games. Small Rockets. and Beenox and published by Activision and Aspyr for;PS2;2003;Sports;Activision;0.08;0.06;0.0;0.02;0.16;83.0;23.0;9.0;12.0;Shaba Games;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
1889;Persona 2: Eternal Punishment;Persona 2: Eternal Punishment is a role-playing game where the player takes control of a group of characters exploring the fictional city of Sumaru. The camera;PS;2000;Role-Playing;Atlus;0.03;0.02;0.28;0.02;0.35;83.0;11.0;8.4;25.0;Atlus Co.;T;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
1894;Ferrari F355 Challenge;Ferrari F355 Challenge es un juego de carreras basado en el automóvil de carreras y el evento reales de Ferrari. Fue desarrollado por la división AM2 de;PS2;2002;Racing;Sony Computer Entertainment;0.03;0.02;0.0;0.01;0.05;70.0;14.0;4.4;5.0;Sega AM2;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
1900;Metal Slug Anthology;Metal Slug Anthology (Metal Slug Complete en Japón) es una compilación de videojuegos de la franquicia Metal Slug para la PlayStation 2.;Wii;2006;Shooter;Ignition Entertainment;0.12;0.01;0.0;0.01;0.14;73.0;38.0;8.0;22.0;Terminal Reality;T;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
1903;GRID;GRID Autosport ofrece una amplísima trayectoria y pilotos virtuales mejorados. recupera la vista de cámara interior y pone a tu alcance los cochazos de;PS3;2008;Racing;Codemasters;0.31;0.56;0.03;0.2;1.1;87.0;39.0;8.1;109.0;Codemasters;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;T
1908;Ride;"«Ride» es una canción escrita y grabada por el dúo musical estadounidense Twenty One Pilots. de su cuarto álbum de estudio. B̶l̶u̶r̶r̶y̶f̶a̶c̶e̶.
 Género(s): Reggae rock ; Rap rock ; Pop‎
 Productor(es): Ricky Reed
 Autor(es): Tyler Joseph
 Formato: Descarga digital";PS4;2015;Racing;Milestone S.r.l.;0.04;0.13;0.03;0.03;0.22;66.0;30.0;7.0;47.0;Milestone S.r.l;E;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
1912;Ty the Tasmanian Tiger 3: Night of the Quinkan;Ty the Tasmanian Tiger 3: Night of the Quinkan is a 2005 3D platforming game developed by Krome Studios and published by Activision for the GameCube.;PS2;2005;Action;Activision;0.09;0.07;0.0;0.02;0.19;68.0;13.0;8.1;15.0;Krome Studios;E10+;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;E
1914;Plants vs. Zombies;"Qué harías si se presenta un zombi en tu patio? Si tu respuesta es ""empezar a plantar flores para derrotarlo"". seguro que oíste hablar de Plants vs.";DS;2011;Strategy;Mastertronic;0.9;0.12;0.0;0.08;1.1;81.0;23.0;7.4;29.0;TOSE;E10+;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ET
1916;Metroid Prime: Federation Force;Metroid Prime: Federation Force se juega de manera similar a Metroid Prime: Hunters. que se enfocaba principalmente en las mecánicas de disparo de la serie;3DS;2016;Action;Nintendo;0.02;0.01;0.01;0.0;0.05;64.0;56.0;5.1;219.0;Next Level Games;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1919;Alter Echo;Alter Echo tells the story of a futuristic world where psychics. known as shapers. can use a special substance called Plast to form anything from weapons to;PS2;2003;Shooter;THQ;0.06;0.05;0.0;0.02;0.13;62.0;26.0;7.0;9.0;Outrage Games;T;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
1925;Crime Life: Gang Wars;Crime Life: Gang Wars es un videojuego publicado por Konami para PC. PlayStation 2 y Xbox. El juego es una simulación ficcional de las guerras de bandas en;XB;2005;Action;Konami Digital Entertainment;0.04;0.01;0.0;0.0;0.05;30.0;19.0;3.4;9.0;Hothouse Creations;M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
1927;Rugby 2005;Rugby 2005 is a game in the Rugby series by EA Sports. The game allows players to play as many Rugby nations. both major and minor. and includes many;PS2;2005;Sports;Electronic Arts;0.04;0.03;0.0;0.01;0.09;71.0;15.0;8.6;19.0;HB Studios Multimedia;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;E
1929;Fatal Frame II: Crimson Butterfly Director's Cut;Fatal Frame II: Crimson Butterfly Director's Cut was released for the Xbox in 2004. The director's cut added in several updates. including a first-person;XB;2004;Action;Microsoft Game Studios;0.04;0.01;0.0;0.0;0.05;84.0;37.0;8.3;16.0;Tecmo;M;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
1930;LEGO The Hobbit;"LEGO El hobbit es un videojuego perteneciente al género de acción-aventura desarrollado por Traveller's Tales. El juego fue lanzado por Warner Bros.
 Modos de juego: Un jugador
 Fecha(s) de lanzamiento: 8 de abril de 2014
 Plataforma(s): Microsoft Windows; ‎OS X‎; ‎PlayS";PS4;2014;Action;Warner Bros. Interactive Entertainment;0.13;0.38;0.0;0.09;0.6;72.0;47.0;6.6;88.0;TT Games;E10+;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
1932;B-Boy;La palabra b-boy o b-boying es una cultura urbana. que comenzó a finales del año 1969 en el Bronx. es hip hop. ya que el hip hop engloba el B-boying. el MC.;PSP;2006;Misc;Sony Computer Entertainment;0.04;0.0;0.0;0.0;0.05;50.0;11.0;7.8;6.0;FreeStyleGames;T;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;T
1934;Far Cry;Far Cry es una serie de videojuegos de acción en primera persona creada por · La historia se centra en Jack Carver. un soldado retirado de las fuerzas especiales;PC;2004;Shooter;Ubisoft;0.0;0.04;0.0;0.01;0.05;89.0;72.0;8.1;724.0;Crytek;M;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;M
1937;Full Spectrum Warrior: Ten Hammers;Sequel to the critically acclaimed. squad-based/real-time tactical combat game. Full Spectrum Warrior: Ten Hammers delivers the most authentic and realistic;PS2;2006;Strategy;THQ;0.03;0.02;0.0;0.01;0.07;71.0;26.0;8.0;5.0;Pandemic Studios;M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;E
1939;The Sims;Explora los videojuegos de Los Sims de Electronic Arts. un distribuidor líder de juegos para PC. consolas y móviles.;PS2;2003;Simulation;Electronic Arts;1.41;1.12;0.0;0.24;2.77;83.0;33.0;7.7;46.0;Edge of Reality;T;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;T
1947;Ride 2;¡Descubre. transforma y prueba las motocicletas más rápidas e icónicas en el garaje digital más grande del mundo! Más de 170 motocicletas. modelos nuevos y categorías como las legendarias de dos pistones para los verdaderos seguidores. las supermotard con sus físicas específicas y las Café Racer con su estilo retro. ¡Hazte con todas! Viaja por todo el mundo en una secuencia de eventos extraordinaria e inolvidable: circuitos de gran premio. pistas de campo y de ciudad. Más de 30 circuitos. entre ellos el legendario Nürburgring Nordschleife.;PS4;2016;Racing;Milestone S.r.l;0.0;0.04;0.0;0.01;0.05;71.0;19.0;8.0;12.0;Milestone S.r.l;E;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
1949;Professor Heinz Wolff's Gravity;"Professor Heinz Wolff's Gravity is a puzzle video game released on Wii. DS and PC formats. It is published by Deep Silver and developed by EM Studios.
 Publisher(s): Deep Silver
 Genre(s): Puzzle
 Developer(s): EM Studios
 Platform(s): Nintendo DS. ‎Wii‎. ‎Windows‎
 ‎Gameplay · ‎Mini games";Wii;2008;Puzzle;Deep Silver;0.04;0.12;0.0;0.02;0.17;63.0;12.0;7.7;7.0;Deep Silver;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
