Num;Name;Overview;Platform;Year_of_Release;Genre;Publisher;NA_players;EU_players;JP_players;Other_players;Global_players;Critic_Score;Critic_Count;User_Score;User_Count;Developer;Rating;console;alcohol_reference;animated_blood;blood;blood_and_gore;cartoon_violence;crude_humor;drug_reference;fantasy_violence;intense_violence;language;lyrics;mature_humor;mild_blood;mild_cartoon_violence;mild_fantasy_violence;mild_language;mild_lyrics;mild_suggestive_themes;mild_violence;no_descriptors;nudity;partial_nudity;sexual_content;sexual_themes;simulated_gambling;strong_janguage;strong_sexual_content;suggestive_themes;use_of_alcohol;use_of_drugs_and_alcohol;violence;esrb_rating
1;Grand Theft Auto V;Grand Theft Auto V (abreviado como GTA V o GTA 5) es un videojuego de acción-aventura de mundo abierto desarrollado por el estudio Rockstar North y;PS3;2013;Action;Take-Two Interactive;07.02;09.09;0.98;3.96;21.04;97.0;50.0;8.2;3994.0;Rockstar North;M;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;M
2;Grand Theft Auto V;Grand Theft Auto V (abreviado como GTA V o GTA 5) es un videojuego de acción-aventura de mundo abierto desarrollado por el estudio Rockstar North y;PS3;2013;Action;Take-Two Interactive;07.02;09.09;0.98;3.96;21.04;97.0;50.0;8.2;3994.0;Rockstar North;M;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;M
3;Grand Theft Auto: Vice City;Grand Theft Auto: Vice City (también conocido por su abreviatura GTA: VC o. simplemente. Vice City). es un videojuego de acción-aventura de mundo abierto en;PS2;2002;Action;Take-Two Interactive;8.41;5.49;0.47;1.78;16.15;95.0;62.0;8.7;730.0;Rockstar North;M;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;M
4;Call of Duty: Modern Warfare 3;Call of Duty: Modern Warfare 3 (abreviado oficialmente como Call of Duty: MW3 o Modern Warfare 3 ) es un videojuego de disparos en primera persona;X360;2011;Shooter;Activision;09.04;4.24;0.13;1.32;14.73;88.0;81.0;3.4;8713.0;Infinity Ward;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;Call of Duty: Black Ops;Call of Duty Black Ops (comúnmente abreviado como CoD BO 1. Black Ops 1. Call of Duty BO o COD Black Ops1). es un videojuego de disparos en primera persona;X360;2010;Shooter;Activision;9.7;3.68;0.11;1.13;14.61;87.0;89.0;6.3;1454.0;Treyarch;M;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;M
7;Call of Duty: Modern Warfare 2;En Modern Warfare 2 el antagonista principal es Vladimir Makarov. un antiguo discípulo de Zakhaev quien luego de perpetrar un ataque terrorista en el aeropuerto;X360;2009;Shooter;Activision;8.52;3.59;0.08;1.28;13.47;94.0;100.0;6.3;2698.0;Infinity Ward;M;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;M
8;Call of Duty: Modern Warfare 3;Call of Duty: Modern Warfare 3 (abreviado oficialmente como Call of Duty: MW3 o Modern Warfare 3 ) es un videojuego de disparos en primera persona;X360;2011;Shooter;Activision;09.04;4.24;0.13;1.32;14.73;88.0;81.0;3.4;8713.0;Infinity Ward;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;Call of Duty: Black Ops;Call of Duty Black Ops (comúnmente abreviado como CoD BO 1. Black Ops 1. Call of Duty BO o COD Black Ops1). es un videojuego de disparos en primera persona;X360;2010;Shooter;Activision;9.7;3.68;0.11;1.13;14.61;87.0;89.0;6.3;1454.0;Treyarch;M;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;M
10;Grand Theft Auto V;Grand Theft Auto V (abreviado como GTA V o GTA 5) es un videojuego de acción-aventura de mundo abierto desarrollado por el estudio Rockstar North y;PS3;2013;Action;Take-Two Interactive;07.02;09.09;0.98;3.96;21.04;97.0;50.0;8.2;3994.0;Rockstar North;M;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;M
11;Call of Duty: Modern Warfare 2;En Modern Warfare 2 el antagonista principal es Vladimir Makarov. un antiguo discípulo de Zakhaev quien luego de perpetrar un ataque terrorista en el aeropuerto;X360;2009;Shooter;Activision;8.52;3.59;0.08;1.28;13.47;94.0;100.0;6.3;2698.0;Infinity Ward;M;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;M
12;Final Fantasy VII;Ayudado de una gran precampaña publicitaria. Final Fantasy VII se convirtió en un éxito de crítica y comercial de inmediato. Fue originalmente lanzado para Sony;PS;1997;Role-Playing;Sony Computer Entertainment;03.01;2.47;3.28;0.96;9.72;92.0;20.0;9.2;1282.0;SquareSoft;T;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;T
13;Just Dance 2;"Just Dance 2 es un videojuego creado por Ubisoft para la Wii. Es el sucesor del juego Just Dance y Just Dance Kids y predecesor del juego Just Dance 3.
 Modos de juego: Un jugador. ‎Multijugador‎ (máx.";Wii;2010;Misc;Ubisoft;5.8;2.85;0.01;0.78;9.44;74.0;24.0;7.3;24.0;Ubisoft;E10+;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
15;The Elder Scrolls V: Skyrim;The Elder Scrolls V: Skyrim Anniversary Edition;X360;2011;Role-Playing;Bethesda Softworks;05.05;2.79;0.1;0.85;8.79;96.0;89.0;8.4;3589.0;Bethesda Game Studios;M;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;M
16;Final Fantasy X;Final Fantasy X es un RPG (juego de rol) japonés. con un sistema de combate basado en turnos llamado BTV (Batalla por Turnos Variables) controlados por una;PS2;2001;Role-Playing;Sony Computer Entertainment;2.91;02.07;2.73;0.33;08.05;92.0;53.0;8.7;1056.0;SquareSoft;T;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;T
18;Just Dance;No Encontramos Descripcciones;Wii;2009;Misc;Ubisoft;3.48;2.99;0.0;0.73;7.2;49.0;21.0;8.0;110.0;Ubisoft Paris;E10+;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
20;Red Dead Redemption;La acción del videojuego se sitúa en los estados ficticios de New Austin. Nuevo Paraíso y West Elizabeth. Desde su lanzamiento. Red Dead Redemption ha;PS3;2010;Action;Take-Two Interactive;2.79;2.53;0.17;0.99;6.49;95.0;73.0;8.8;2456.0;Rockstar San Diego;M;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;M
21;Assassin's Creed III;Assassin's Creed III es un videojuego de acción-aventura de la franquicia Assassin's Creed. desarrollado y distribuido por Ubisoft. lanzado el 30 de octubre;PS3;2012;Action;Ubisoft;2.64;2.52;0.16;1.12;6.45;85.0;41.0;6.9;1307.0;Ubisoft;M;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;M
22;The Elder Scrolls V: Skyrim;The Elder Scrolls V: Skyrim Anniversary Edition;X360;2011;Role-Playing;Bethesda Softworks;05.05;2.79;0.1;0.85;8.79;96.0;89.0;8.4;3589.0;Bethesda Game Studios;M;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;M
23;Kingdom Hearts;Kingdom Hearts es el primer juego de la serie. y fue lanzado en Japón el 28 de marzo de 2002 para PlayStation 2. Esta era la primera vez que Nomura ocupaba el;PS2;2002;Role-Playing;Sony Computer Entertainment;3.64;1.2;1.49;0.07;6.4;85.0;46.0;8.8;597.0;SquareSoft;E;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ET
24;Red Dead Redemption;La acción del videojuego se sitúa en los estados ficticios de New Austin. Nuevo Paraíso y West Elizabeth. Desde su lanzamiento. Red Dead Redemption ha;PS3;2010;Action;Take-Two Interactive;2.79;2.53;0.17;0.99;6.49;95.0;73.0;8.8;2456.0;Rockstar San Diego;M;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;M
25;Driver;"Device driver. traducido como ""controlador de dispositivo"" o ""manejador de dispositivo"". es el elemento software utilizado en diversos sistemas operativos.";PS;1999;Action;GT Interactive;3.11;2.8;0.02;0.33;6.27;87.0;22.0;8.1;78.0;Reflections Interactive;T;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;E
26;Metal Gear Solid 2: Sons of Liberty;Personajes[editar] · Solid Snake - El héroe legendario de la saga Metal Gear. que ha salvado al mundo tres veces de la amenaza de este mismo. · Raiden - Miembro;PS2;2001;Action;Konami Digital Entertainment;2.45;02.01;0.87;0.72;06.05;96.0;42.0;8.7;1026.0;KCEJ;M;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
28;The Last of Us;The Last of Us es un videojuego de acción-aventura y horror de supervivencia desarrollado por la compañía estadounidense Naughty Dog y distribuido por Sony;PS3;2013;Action;Sony Computer Entertainment Europe;2.41;2.18;0.28;0.99;5.87;95.0;98.0;9.1;8003.0;Naughty Dog;M;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;M
29;Resident Evil 2;Resident Evil 2 —cuyo título original es Biohazard 2 (バイオハザード2. Baiohazādo Tsū. «Peligro biológico 2»)— es un videojuego japonés del género Horror;PS;1998;Action;Virgin Interactive;1.88;1.47;02.02;0.45;5.82;89.0;13.0;9.2;364.0;Capcom;M;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;M
30;Destiny;"Destiny es un videojuego de disparos en primera persona. en forma de multijugador masivo en línea en un mundo abierto de ficción especulativa.
 Modos de juego: Un jugador. ‎multijugador‎
 Desarrolladora(s): Bungie; ‎High Moon Studios‎
 Fecha(s) de lanzamiento: WW 9 de septiembre";PS4;2014;Shooter;Activision;2.49;02.07;0.16;0.92;5.64;76.0;95.0;6.1;5380.0;Bungie Software;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;Cooking Mama;Cooking Mama (クッキング ママ. Kukkingu Mama) es una serie de videojuegos de cocina desarrollados por Cooking Mama Ltd. para Nintendo DS. Nintendo 3DS. Wii.;DS;2006;Simulation;505 Games;03.07;1.91;0.07;0.57;5.63;67.0;35.0;7.2;21.0;Taito Corporation;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
33;Assassin's Creed II;Assassin's Creed II es un videojuego de acción-aventura de ficción histórica. desarrollado por Ubisoft Montreal. El juego llegó mundialmente a las tiendas;PS3;2009;Action;Ubisoft;2.54;1.93;0.21;0.86;5.55;91.0;70.0;8.6;1202.0;Ubisoft Montreal;M;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;M
34;Assassin's Creed;Assassin's Creed: Rogue es un videojuego de acción-aventura y sigilo de ficción histórica. desarrollado por Ubisoft Soft y publicado por Ubisoft. Fue lanzado en;X360;2007;Adventure;Ubisoft;3.28;1.64;0.07;0.56;5.54;81.0;77.0;7.7;1074.0;Ubisoft Montreal;M;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;M
35;Grand Theft Auto V;Grand Theft Auto V (abreviado como GTA V o GTA 5) es un videojuego de acción-aventura de mundo abierto desarrollado por el estudio Rockstar North y;PS3;2013;Action;Take-Two Interactive;07.02;09.09;0.98;3.96;21.04;97.0;50.0;8.2;3994.0;Rockstar North;M;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;M
36;Final Fantasy XIII;Final Fantasy XIII es el título estrella de la colección Fabula Nova Crystallis de Final Fantasy. la cual incluye también los juegos Final Fantasy XV (;PS3;2009;Role-Playing;Square Enix;1.74;1.21;1.87;0.51;5.33;83.0;83.0;7.3;2483.0;Square Enix;T;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;M
37;Final Fantasy IX;Final Fantasy IX (ファイナルファンタジーIX. Fainaru Fantajī nain) es un videojuego de rol realizado por la empresa japonesa Squaresoft en 2000.;PS;2000;Role-Playing;SquareSoft;1.62;0.77;2.78;0.14;5.3;94.0;22.0;8.9;779.0;SquareSoft;T;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;T
38;Assassin's Creed III;Assassin's Creed III es un videojuego de acción-aventura de la franquicia Assassin's Creed. desarrollado y distribuido por Ubisoft. lanzado el 30 de octubre;PS3;2012;Action;Ubisoft;2.64;2.52;0.16;1.12;6.45;85.0;41.0;6.9;1307.0;Ubisoft;M;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;M
40;Assassin's Creed II;Assassin's Creed II es un videojuego de acción-aventura de ficción histórica. desarrollado por Ubisoft Montreal. El juego llegó mundialmente a las tiendas;PS3;2009;Action;Ubisoft;2.54;1.93;0.21;0.86;5.55;91.0;70.0;8.6;1202.0;Ubisoft Montreal;M;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;M
43;Professor Layton and the Curious Village;El profesor Layton y la villa misteriosa (レイトン教授と不思議な町. Reiton-kyōju to Fushigi;DS;2007;Puzzle;Nintendo;1.21;2.43;01.03;0.52;5.19;85.0;72.0;8.6;147.0;Level 5;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
45;Resident Evil;Biohazard (バイオハザード. Baiohazādo. 'riesgo biológico') —nombre con que se conoce en Japón—. rebautizado en Estados Unidos y Europa como Resident Evil;PS;1996;Action;Virgin Interactive;02.05;1.16;1.11;0.73;05.05;91.0;8.0;9.0;266.0;Capcom;M;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;M
46;Grand Theft Auto: Vice City Stories;Grand Theft Auto: Vice City Stories es el décimo juego de la saga Grand Theft Auto. Es un videojuego diseñado para la consola PSP y lanzado en PlayStation 2;PSP;2006;Action;Take-Two Interactive;1.7;1.99;0.16;1.18;05.03;86.0;50.0;8.0;150.0;Rockstar Leeds;M;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;M
47;Tony Hawk's Pro Skater;Tony Hawk's Pro Skater (lanzado en algunas partes de Europa como Tony Hawk's Skateboarding) Es el primer juego de una de las mayores sagas de los;PS;1999;Sports;Activision;3.42;1.38;0.02;0.2;05.02;92.0;18.0;9.2;69.0;Neversoft Entertainment;T;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
48;Link's Crossbow Training;Link's Crossbow Training. conocido en Japón como Link's Bowgun Training (リンクのボウガントレーニング. Rinku no Bōgan Torēningu) es un videojuego creado por;Wii;2007;Shooter;Nintendo;03.05;1.17;0.29;0.46;4.98;68.0;34.0;7.1;47.0;Nintendo;T;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;E
49;Assassin's Creed;Assassin's Creed: Rogue es un videojuego de acción-aventura y sigilo de ficción histórica. desarrollado por Ubisoft Soft y publicado por Ubisoft. Fue lanzado en;X360;2007;Adventure;Ubisoft;3.28;1.64;0.07;0.56;5.54;81.0;77.0;7.7;1074.0;Ubisoft Montreal;M;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;M
50;God of War III;"God of War III es un videojuego de acción en tercera persona desarrollado por SCE Santa Monica Studio y publicado por Sony Computer Entertainment.
 Modos de juego: Un jugador
 Motor: Santa Monica's God of War III Engine
 Director(es): Stig Asmussen
 Idioma(s): inglés
 ‎Argumento · ‎Modo de juego · ‎Desarrollo · ‎Lanzamiento";PS3;2010;Action;Sony Computer Entertainment;2.74;1.33;0.12;0.61;4.8;92.0;101.0;8.7;2633.0;SCE Santa Monica;M;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;M
51;Crash Team Racing;"Compra Crash Team Racing: Nitro Fueled para PS4. ¡Crash Bandicoot regresa al asiento del conductor!
 USD 39.99";PS;1999;Racing;Sony Computer Entertainment;2.57;1.57;0.44;0.21;4.79;88.0;20.0;9.0;233.0;Naughty Dog;E;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ET
52;The Last of Us;The Last of Us es un videojuego de acción-aventura y horror de supervivencia desarrollado por la compañía estadounidense Naughty Dog y distribuido por Sony;PS3;2013;Action;Sony Computer Entertainment Europe;2.41;2.18;0.28;0.99;5.87;95.0;98.0;9.1;8003.0;Naughty Dog;M;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;M
54;Tomb Raider;"Tomb Raider es la novena entrega de la saga. que da un reinicio total a la saga Tomb Raider y a Lara Croft. En esta entrega hay muertes pertubadoras y fuertes.
 Primer videojuego: Tomb Raider; (‎1996‎)‎
 Fecha(s) de lanzamiento: 25 de octubre de 19";PS;1996;Action;Eidos Interactive;2.29;1.97;0.13;0.24;4.63;91.0;13.0;8.6;147.0;Core Design Ltd.;T;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;M
57;Madden NFL 2005;Madden NFL 2005 es un videojuego de simulación de fútbol americano basado en la NFL que fue desarrollado por EA Tiburon. junto con Exient Entertainment y;PS2;2004;Sports;Electronic Arts;4.18;0.26;0.01;0.08;4.53;91.0;30.0;7.9;78.0;EA Tiburon;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
58;Spider-Man: The Movie;Spider-Man (conocida como El Hombre Araña en Hispanoamérica) es una película de superhéroes estadounidense de 2002 basada en el personaje del mismo nombre;PS2;2002;Action;Activision;2.71;1.51;0.03;0.23;4.48;76.0;25.0;7.9;41.0;Treyarch;E;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;T
60;God of War;God of War (en español Dios de la Guerra) es una serie de videojuegos en 3ª. persona creada por SCE Santa Monica Studio y distribuida por Sony Computer;PS2;2005;Action;Sony Computer Entertainment;2.71;1.29;0.02;0.43;4.45;94.0;75.0;8.9;997.0;SCE Santa Monica;M;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;M
62;Michael Jackson: The Experience;"Michael Jackson: The Experience es un videojuego de música. baile y ritmo basado en la música y las canciones de Michael Jackson.
 Formato(s): Blu-ray Disc; ‎DVD‎; ‎Wii Optical Disc‎;";Wii;2010;Misc;Ubisoft;2.64;1.33;0.01;0.39;4.36;56.0;37.0;8.3;31.0;Ubisoft Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65;Daxter;Jak and Daxter es una serie de videojuegos creada por Naughty Dog. Hay tres juegos de la serie principal y tres spin-off. aunque estos también se consideran;PSP;2006;Platform;Sony Computer Entertainment;2.45;01.01;0.0;0.75;4.21;85.0;59.0;8.7;109.0;Ready at Dawn;E10+;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;ET
66;Madden NFL 2003;Madden NFL 2003 is an American football simulation video game based on the NFL that was developed by EA Tiburon and Budcat Creations and published by EA;PS2;2002;Sports;Electronic Arts;3.36;0.21;0.01;0.56;4.14;95.0;25.0;7.7;65.0;EA Sports;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
67;Half-Life;El título del juego Half-Life y sus expansiones hacen referencia a términos científicos. Half-Life (en español: Periodo de semidesintegración o semivida). es el;PC;1997;Shooter;Vivendi Games;04.03;0.0;0.09;0.0;4.12;96.0;24.0;9.1;3161.0;Valve Software;M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
68;God of War II;Lanzado por primera vez para la consola PlayStation 2 el 13 de marzo de 2007. es la segunda entrega de la serie God of War. la sexta cronológicamente y la;PS2;2007;Action;Sony Computer Entertainment;2.32;0.04;0.04;1.67;04.07;93.0;70.0;8.9;709.0;SCE Santa Monica;M;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;M
69;Carnival Games;List of carnival games[edit] · Ball and Bucket Toss · Balloon And Dart · Basketball · Big Six wheel · Bingo · Birthday · Bottle Stand · Bulldozer;Wii;2007;Misc;Take-Two Interactive;2.12;1.47;0.05;0.42;04.05;56.0;27.0;6.0;44.0;Cat Daddy Games;E;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ET
70;Watch Dogs;"Watch Dogs (estilizado como WATCH_DOGS) es un videojuego de mundo abierto y acción-aventura desarrollado por Ubisoft Montreal y publicado por Ubisoft.
 Modos de juego: Un jugador; ‎Multijugador‎
 Motor: Disrupt
 Fecha(s) de lanzamiento: Windows. ‎PS4‎. ‎PS3‎.";PS4;2014;Action;Ubisoft;1.4;1.9;0.11;0.64;04.05;80.0;80.0;6.3;2996.0;Ubisoft Montreal;M;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;M
72;Professor Layton and the Diabolical Box;Professor Layton and the Diabolical Box is an adventure/puzzle game. The player controls the movements of the eponymous Professor Layton and his young assistant;DS;2007;Puzzle;Nintendo;0.9;1.76;0.92;0.37;3.94;84.0;65.0;8.8;72.0;Level 5;E10+;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
73;The Elder Scrolls V: Skyrim;The Elder Scrolls V: Skyrim Anniversary Edition;X360;2011;Role-Playing;Bethesda Softworks;05.05;2.79;0.1;0.85;8.79;96.0;89.0;8.4;3589.0;Bethesda Game Studios;M;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;M
75;Tom Clancy's The Division;Tom Clancy's The Division;PS4;2016;Shooter;Ubisoft;1.35;1.7;0.15;0.6;3.8;80.0;64.0;7.0;2219.0;Massive Entertainment;M;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;M
77;Harry Potter and the Sorcerer's Stone;Harry Potter and the Philosopher's Stone is a 2001 fantasy film directed by Chris Columbus and distributed by Warner Bros. Pictures. based on J. K.;PS;2001;Action;Electronic Arts;1.37;2.0;0.14;0.22;3.73;64.0;11.0;7.5;41.0;Argonaut Games;E;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;M
81;Star Wars: Battlefront;Star Wars Battlefront es un juego de acción y disparos en primera o tercera persona a elección del jugador. igual que en sus predecesores. Los jugadores podrán;PS2;2004;Shooter;LucasArts;1.93;1.22;0.03;0.44;3.61;82.0;36.0;8.7;142.0;Pandemic Studios;T;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;T
82;The Simpsons: Road Rage;The Simpsons Road Rage es un videojuego publicado en el año 2001 por la compañía Electronic Arts y THQ (versión para Game Boy Advance. desarrollado por;PS2;2001;Racing;Electronic Arts;02.02;1.17;0.0;0.42;3.61;64.0;23.0;7.7;32.0;Fox Interactive;T;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
83;Star Wars: Battlefront II;"Star Wars Battlefront II es un videojuego de disparos en tercera y primera persona. el cual tiene lugar en el universo de Star Wars.
 Modos de juego: Un jugador; ‎Multijugador‎
 Distribuidora(s): Electronic Arts
 Formato(s): Disco compacto; ‎Distribución digital‎
 Género(s): FPS
 ‎Modo de juego · ‎Multijugador · ‎Planetas y bandos · ‎Planetas";PS2;2005;Shooter;LucasArts;2.18;01.02;0.03;0.37;3.59;84.0;30.0;9.0;268.0;Pandemic Studios;T;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;T
85;Borderlands;Borderlands se desarrolla en el planeta Pandora. Atraídas por las aparentemente vastos yacimientos minerales. muchas naves colonizadores de la Dahl Corporation;X360;2009;Shooter;Take-Two Interactive;2.4;0.71;0.03;0.29;3.44;84.0;83.0;8.2;715.0;Gearbox Software;M;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;M
86;Destiny;"Destiny es un videojuego de disparos en primera persona. en forma de multijugador masivo en línea en un mundo abierto de ficción especulativa.
 Modos de juego: Un jugador. ‎multijugador‎
 Desarrolladora(s): Bungie; ‎High Moon Studios‎
 Fecha(s) de lanzamiento: WW 9 de septiembre";PS4;2014;Shooter;Activision;2.49;02.07;0.16;0.92;5.64;76.0;95.0;6.1;5380.0;Bungie Software;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
87;Far Cry 3;Far Cry 3 (estilizado como FARCRY3) es un juego de acción y supervivencia en el trópico. creado por Ubisoft Montreal y Massive Studios que se lanzó el 29 de;PS3;2012;Shooter;Ubisoft;0.88;1.7;0.1;0.67;3.35;90.0;32.0;8.5;1041.0;Ubisoft Montreal;M;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;M
88;Professor Layton and the Unwound Future;As with previous Professor Layton games. Unwound Future is an adventure game where the player solves puzzles offered by local citizens to progress the story;DS;2008;Puzzle;Nintendo;0.6;1.57;0.82;0.27;3.26;86.0;62.0;9.2;111.0;Level 5;E10+;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
